case_study,session_id,group_local,group_global,method,score,rank
case_study_2,15,7,case_study_2_15_7,Median,5.0,1
case_study_2,15,8,case_study_2_15_8,R2R_copeland,4.1,7
case_study_2,15,8,case_study_2_15_8,R2R_borda,4.48,7
case_study_2,15,8,case_study_2_15_8,Copeland,3.33,6
case_study_2,15,8,case_study_2_15_8,Borda,94.0,7
case_study_2,15,8,case_study_2_15_8,Mean,4.25,7
case_study_2,15,8,case_study_2_15_8,Median,4.0,6
case_study_2,15,9,case_study_2_15_9,R2R_copeland,4.05,8
case_study_2,15,9,case_study_2_15_9,R2R_borda,4.4,8
case_study_2,15,9,case_study_2_15_9,Copeland,3.0,8
case_study_2,15,9,case_study_2_15_9,Borda,80.0,8
case_study_2,15,9,case_study_2_15_9,Mean,4.05,8
case_study_2,15,9,case_study_2_15_9,Median,4.0,6
case_study_2,15,10,case_study_2_15_10,R2R_copeland,4.75,4
case_study_2,15,10,case_study_2_15_10,R2R_borda,5.22,2
case_study_2,15,10,case_study_2_15_10,Copeland,8.33,1
case_study_2,15,10,case_study_2_15_10,Borda,126.0,1
case_study_2,15,10,case_study_2_15_10,Mean,4.4,6
case_study_2,15,10,case_study_2_15_10,Median,4.5,4
case_study_2,16,1,case_study_2_16_1,R2R_copeland,4.0,6
case_study_2,16,1,case_study_2_16_1,R2R_borda,4.3,6
case_study_2,16,1,case_study_2_16_1,Copeland,3.0,6
case_study_2,16,1,case_study_2_16_1,Borda,76.0,6
case_study_2,16,1,case_study_2_16_1,Mean,4.055555555555555,6
case_study_2,16,1,case_study_2_16_1,Median,4.0,2
case_study_2,16,2,case_study_2_16_2,R2R_copeland,4.129444444444444,3
case_study_2,16,2,case_study_2_16_2,R2R_borda,4.433333333333334,2
case_study_2,16,2,case_study_2_16_2,Copeland,5.33,3
case_study_2,16,2,case_study_2_16_2,Borda,89.0,3
case_study_2,16,2,case_study_2_16_2,Mean,4.111111111111111,5
case_study_2,16,2,case_study_2_16_2,Median,4.0,2
case_study_2,16,3,case_study_2_16_3,R2R_copeland,3.611111111111111,7
case_study_2,16,3,case_study_2_16_3,R2R_borda,3.811111111111111,7
case_study_2,16,3,case_study_2_16_3,Copeland,2.0,7
case_study_2,16,3,case_study_2_16_3,Borda,48.0,7
case_study_2,16,3,case_study_2_16_3,Mean,3.5555555555555554,7
case_study_2,16,3,case_study_2_16_3,Median,3.5,7
case_study_2,16,4,case_study_2_16_4,R2R_copeland,4.147777777777778,2
case_study_2,16,4,case_study_2_16_4,R2R_borda,4.433333333333334,2
case_study_2,16,4,case_study_2_16_4,Copeland,5.66,2
case_study_2,16,4,case_study_2_16_4,Borda,88.0,5
case_study_2,16,4,case_study_2_16_4,Mean,4.222222222222222,2
case_study_2,16,4,case_study_2_16_4,Median,4.0,2
case_study_2,16,5,case_study_2_16_5,R2R_copeland,3.0,9
case_study_2,16,5,case_study_2_16_5,R2R_borda,3.1222222222222222,9
case_study_2,16,5,case_study_2_16_5,Copeland,0.0,9
case_study_2,16,5,case_study_2_16_5,Borda,18.0,9
case_study_2,16,5,case_study_2_16_5,Mean,2.888888888888889,9
case_study_2,16,5,case_study_2_16_5,Median,3.0,8
case_study_2,16,6,case_study_2_16_6,R2R_copeland,4.110555555555556,4
case_study_2,16,6,case_study_2_16_6,R2R_borda,4.4222222222222225,4
case_study_2,16,6,case_study_2_16_6,Copeland,4.99,4
case_study_2,16,6,case_study_2_16_6,Borda,90.0,2
case_study_2,16,6,case_study_2_16_6,Mean,4.222222222222222,2
case_study_2,16,6,case_study_2_16_6,Median,4.0,2
case_study_2,16,7,case_study_2_16_7,R2R_copeland,5.0,1
case_study_2,16,7,case_study_2_16_7,R2R_borda,5.0,1
case_study_2,16,7,case_study_2_16_7,Copeland,8.0,1
case_study_2,16,7,case_study_2_16_7,Borda,120.0,1
case_study_2,16,7,case_study_2_16_7,Mean,4.722222222222222,1
case_study_2,16,7,case_study_2_16_7,Median,5.0,1
case_study_2,16,8,case_study_2_16_8,R2R_copeland,3.0555555555555554,8
case_study_2,16,8,case_study_2_16_8,R2R_borda,3.1666666666666665,8
case_study_2,16,8,case_study_2_16_8,Copeland,1.0,8
case_study_2,16,8,case_study_2_16_8,Borda,30.0,8
case_study_2,16,8,case_study_2_16_8,Mean,3.111111111111111,8
case_study_2,16,8,case_study_2_16_8,Median,3.0,8
case_study_2,16,9,case_study_2_16_9,R2R_copeland,4.092222222222222,5
case_study_2,16,9,case_study_2_16_9,R2R_borda,4.411111111111111,5
case_study_2,16,9,case_study_2_16_9,Copeland,4.66,5
case_study_2,16,9,case_study_2_16_9,Borda,89.0,3
case_study_2,16,9,case_study_2_16_9,Mean,4.166666666666667,4
case_study_2,16,9,case_study_2_16_9,Median,4.0,2
case_study_3,17,1,case_study_3_17_1,R2R_copeland,4.043478260869565,5
case_study_3,17,1,case_study_3_17_1,R2R_borda,4.304347826086957,5
case_study_3,17,1,case_study_3_17_1,Copeland,2.0,5
case_study_3,17,1,case_study_3_17_1,Borda,64.0,5
case_study_3,17,1,case_study_3_17_1,Mean,4.304347826086956,3
case_study_3,17,1,case_study_3_17_1,Median,4.0,3
case_study_3,17,2,case_study_3_17_2,R2R_copeland,5.043478260869565,1
case_study_3,17,2,case_study_3_17_2,R2R_borda,5.113043478260869,1
case_study_3,17,2,case_study_3_17_2,Copeland,6.0,1
case_study_3,17,2,case_study_3_17_2,Borda,101.0,1
case_study_3,17,2,case_study_3_17_2,Mean,4.695652173913044,1
case_study_3,17,2,case_study_3_17_2,Median,5.0,1
case_study_3,17,3,case_study_3_17_3,R2R_copeland,4.0,6
case_study_3,17,3,case_study_3_17_3,R2R_borda,4.191304347826087,6
case_study_3,17,3,case_study_3_17_3,Copeland,1.0,6
case_study_3,17,3,case_study_3_17_3,Borda,53.0,6
case_study_3,17,3,case_study_3_17_3,Mean,4.086956521739131,6
case_study_3,17,3,case_study_3_17_3,Median,4.0,3
case_study_3,17,4,case_study_3_17_4,R2R_copeland,4.086956521739131,4
case_study_3,17,4,case_study_3_17_4,R2R_borda,4.339130434782609,4
case_study_3,17,4,case_study_3_17_4,Copeland,3.0,4
case_study_3,17,4,case_study_3_17_4,Borda,70.0,4
case_study_3,17,4,case_study_3_17_4,Mean,4.260869565217392,4
case_study_3,17,4,case_study_3_17_4,Median,4.0,3
case_study_3,17,5,case_study_3_17_5,R2R_copeland,5.0,2
case_study_3,17,5,case_study_3_17_5,R2R_borda,5.086956521739131,2
case_study_3,17,5,case_study_3_17_5,Copeland,5.0,2
case_study_3,17,5,case_study_3_17_5,Borda,96.0,2
case_study_3,17,5,case_study_3_17_5,Mean,4.521739130434782,2
case_study_3,17,5,case_study_3_17_5,Median,5.0,1
case_study_3,17,6,case_study_3_17_6,R2R_copeland,4.130434782608695,3
case_study_3,17,6,case_study_3_17_6,R2R_borda,4.3652173913043475,3
case_study_3,17,6,case_study_3_17_6,Copeland,4.0,3
case_study_3,17,6,case_study_3_17_6,Borda,78.0,3
case_study_3,17,6,case_study_3_17_6,Mean,4.260869565217392,4
case_study_3,17,6,case_study_3_17_6,Median,4.0,3
case_study_3,17,7,case_study_3_17_7,R2R_copeland,3.0,7
case_study_3,17,7,case_study_3_17_7,R2R_borda,3.0,7
case_study_3,17,7,case_study_3_17_7,Copeland,0.0,7
case_study_3,17,7,case_study_3_17_7,Borda,21.0,7
case_study_3,17,7,case_study_3_17_7,Mean,3.1739130434782608,7
case_study_3,17,7,case_study_3_17_7,Median,3.0,7
case_study_3,18,1,case_study_3_18_1,R2R_copeland,4.157894736842105,2
case_study_3,18,1,case_study_3_18_1,R2R_borda,4.473684210526316,1
case_study_3,18,1,case_study_3_18_1,Copeland,4.0,2
case_study_3,18,1,case_study_3_18_1,Borda,59.0,1
case_study_3,18,1,case_study_3_18_1,Mean,4.315789473684211,2
case_study_3,18,1,case_study_3_18_1,Median,4.0,1
case_study_3,18,2,case_study_3_18_2,R2R_copeland,4.052631578947368,4
case_study_3,18,2,case_study_3_18_2,R2R_borda,4.347368421052631,4
case_study_3,18,2,case_study_3_18_2,Copeland,2.0,4
case_study_3,18,2,case_study_3_18_2,Borda,47.0,4
case_study_3,18,2,case_study_3_18_2,Mean,4.105263157894737,4
case_study_3,18,2,case_study_3_18_2,Median,4.0,1
case_study_3,18,3,case_study_3_18_3,R2R_copeland,4.2105263157894735,1
case_study_3,18,3,case_study_3_18_3,R2R_borda,4.473684210526316,1
case_study_3,18,3,case_study_3_18_3,Copeland,5.0,1
case_study_3,18,3,case_study_3_18_3,Borda,59.0,1
case_study_3,18,3,case_study_3_18_3,Mean,4.368421052631579,1
case_study_3,18,3,case_study_3_18_3,Median,4.0,1
case_study_3,18,4,case_study_3_18_4,R2R_copeland,4.0,5
case_study_3,18,4,case_study_3_18_4,R2R_borda,4.273684210526316,5
case_study_3,18,4,case_study_3_18_4,Copeland,1.0,5
case_study_3,18,4,case_study_3_18_4,Borda,40.0,5
case_study_3,18,4,case_study_3_18_4,Mean,3.8947368421052633,5
case_study_3,18,4,case_study_3_18_4,Median,4.0,1
case_study_3,18,5,case_study_3_18_5,R2R_copeland,4.105263157894737,3
case_study_3,18,5,case_study_3_18_5,R2R_borda,4.431578947368421,3
case_study_3,18,5,case_study_3_18_5,Copeland,3.0,3
case_study_3,18,5,case_study_3_18_5,Borda,53.0,3
case_study_3,18,5,case_study_3_18_5,Mean,4.2105263157894735,3
case_study_3,18,5,case_study_3_18_5,Median,4.0,1
case_study_3,18,6,case_study_3_18_6,R2R_copeland,3.0,6
case_study_3,18,6,case_study_3_18_6,R2R_borda,3.0,6
case_study_3,18,6,case_study_3_18_6,Copeland,0.0,6
case_study_3,18,6,case_study_3_18_6,Borda,27.0,6
case_study_3,18,6,case_study_3_18_6,Mean,3.526315789473684,6
case_study_3,18,6,case_study_3_18_6,Median,3.0,6
case_study_3,19,1,case_study_3_19_1,R2R_copeland,4.713571428571429,3
case_study_3,19,1,case_study_3_19_1,R2R_borda,5.057142857142857,2
case_study_3,19,1,case_study_3_19_1,Copeland,4.99,3
case_study_3,19,1,case_study_3_19_1,Borda,67.0,3
case_study_3,19,1,case_study_3_19_1,Mean,4.428571428571429,3
case_study_3,19,1,case_study_3_19_1,Median,4.5,2
case_study_3,19,2,case_study_3_19_2,R2R_copeland,4.19,4
case_study_3,19,2,case_study_3_19_2,R2R_borda,4.514285714285714,4
case_study_3,19,2,case_study_3_19_2,Copeland,4.66,4
case_study_3,19,2,case_study_3_19_2,Borda,63.0,4
case_study_3,19,2,case_study_3_19_2,Mean,4.142857142857143,4
case_study_3,19,2,case_study_3_19_2,Median,4.0,4
case_study_3,19,3,case_study_3_19_3,R2R_copeland,4.095,6
case_study_3,19,3,case_study_3_19_3,R2R_borda,4.414285714285715,6
case_study_3,19,3,case_study_3_19_3,Copeland,3.33,6
case_study_3,19,3,case_study_3_19_3,Borda,52.0,6
case_study_3,19,3,case_study_3_19_3,Mean,4.071428571428571,5
case_study_3,19,3,case_study_3_19_3,Median,4.0,4
case_study_3,19,4,case_study_3_19_4,R2R_copeland,4.809285714285714,2
case_study_3,19,4,case_study_3_19_4,R2R_borda,5.185714285714286,1
case_study_3,19,4,case_study_3_19_4,Copeland,6.33,2
case_study_3,19,4,case_study_3_19_4,Borda,76.0,2
case_study_3,19,4,case_study_3_19_4,Mean,4.5,2
case_study_3,19,4,case_study_3_19_4,Median,4.5,2
case_study_3,19,5,case_study_3_19_5,R2R_copeland,5.0,1
case_study_3,19,5,case_study_3_19_5,R2R_borda,5.0,3
case_study_3,19,5,case_study_3_19_5,Copeland,8.0,1
case_study_3,19,5,case_study_3_19_5,Borda,103.0,1
case_study_3,19,5,case_study_3_19_5,Mean,4.857142857142857,1
case_study_3,19,5,case_study_3_19_5,Median,5.0,1
case_study_3,19,6,case_study_3_19_6,R2R_copeland,4.166428571428572,5
case_study_3,19,6,case_study_3_19_6,R2R_borda,4.514285714285714,4
case_study_3,19,6,case_study_3_19_6,Copeland,4.33,5
case_study_3,19,6,case_study_3_19_6,Borda,63.0,4
case_study_3,19,6,case_study_3_19_6,Mean,4.071428571428571,5
case_study_3,19,6,case_study_3_19_6,Median,4.0,4
case_study_3,19,7,case_study_3_19_7,R2R_copeland,4.0,7
case_study_3,19,7,case_study_3_19_7,R2R_borda,4.314285714285714,7
case_study_3,19,7,case_study_3_19_7,Copeland,2.0,7
case_study_3,19,7,case_study_3_19_7,Borda,48.0,7
case_study_3,19,7,case_study_3_19_7,Mean,4.071428571428571,5
case_study_3,19,7,case_study_3_19_7,Median,4.0,4
case_study_3,19,8,case_study_3_19_8,R2R_copeland,3.5714285714285716,8
case_study_3,19,8,case_study_3_19_8,R2R_borda,3.657142857142857,8
case_study_3,19,8,case_study_3_19_8,Copeland,1.0,8
case_study_3,19,8,case_study_3_19_8,Borda,23.0,8
case_study_3,19,8,case_study_3_19_8,Mean,3.4285714285714284,8
case_study_3,19,8,case_study_3_19_8,Median,3.5,8
case_study_3,19,9,case_study_3_19_9,R2R_copeland,3.0,9
case_study_3,19,9,case_study_3_19_9,R2R_borda,3.0428571428571427,9
case_study_3,19,9,case_study_3_19_9,Copeland,0.0,9
case_study_3,19,9,case_study_3_19_9,Borda,9.0,9
case_study_3,19,9,case_study_3_19_9,Mean,2.857142857142857,9
case_study_3,19,9,case_study_3_19_9,Median,3.0,9
case_study_3,20,1,case_study_3_20_1,R2R_copeland,4.0,5
case_study_3,20,1,case_study_3_20_1,R2R_borda,4.171428571428572,5
case_study_3,20,1,case_study_3_20_1,Copeland,1.0,5
case_study_3,20,1,case_study_3_20_1,Borda,16.0,4
case_study_3,20,1,case_study_3_20_1,Mean,4.285714285714286,3
case_study_3,20,1,case_study_3_20_1,Median,4.0,3
case_study_3,20,2,case_study_3_20_2,R2R_copeland,4.142857142857143,4
case_study_3,20,2,case_study_3_20_2,R2R_borda,4.2,4
case_study_3,20,2,case_study_3_20_2,Copeland,2.0,4
case_study_3,20,2,case_study_3_20_2,Borda,14.0,5
case_study_3,20,2,case_study_3_20_2,Mean,4.0,5
case_study_3,20,2,case_study_3_20_2,Median,4.0,3
case_study_3,20,3,case_study_3_20_3,R2R_copeland,5.0,2
case_study_3,20,3,case_study_3_20_3,R2R_borda,5.0,2
case_study_3,20,3,case_study_3_20_3,Copeland,4.0,2
case_study_3,20,3,case_study_3_20_3,Borda,21.0,2
case_study_3,20,3,case_study_3_20_3,Mean,4.285714285714286,3
case_study_3,20,3,case_study_3_20_3,Median,5.0,1
case_study_3,20,4,case_study_3_20_4,R2R_copeland,4.285714285714286,3
case_study_3,20,4,case_study_3_20_4,R2R_borda,4.228571428571429,3
case_study_3,20,4,case_study_3_20_4,Copeland,3.0,3
case_study_3,20,4,case_study_3_20_4,Borda,18.0,3
case_study_3,20,4,case_study_3_20_4,Mean,4.428571428571429,2
case_study_3,20,4,case_study_3_20_4,Median,4.0,3
case_study_3,20,5,case_study_3_20_5,R2R_copeland,2.0,6
case_study_3,20,5,case_study_3_20_5,R2R_borda,2.0,6
case_study_3,20,5,case_study_3_20_5,Copeland,0.0,6
case_study_3,20,5,case_study_3_20_5,Borda,2.0,6
case_study_3,20,5,case_study_3_20_5,Mean,2.5714285714285716,6
case_study_3,20,5,case_study_3_20_5,Median,2.0,6
case_study_3,20,6,case_study_3_20_6,R2R_copeland,5.142857142857143,1
case_study_3,20,6,case_study_3_20_6,R2R_borda,5.2,1
case_study_3,20,6,case_study_3_20_6,Copeland,5.0,1
case_study_3,20,6,case_study_3_20_6,Borda,34.0,1
case_study_3,20,6,case_study_3_20_6,Mean,5.0,1
case_study_3,20,6,case_study_3_20_6,Median,5.0,1
